index,cnt_size_final,cnt_type,cnt_teu,consolidated,short_shipped,shipper,consignee,notify,number_of_packages,package_type,descr,new_descr,port_origin,port_tss,port_dest,count_origin,count_tss,count_dest,r1_origin,r1_tss,r1_dest,r2_origin,r2_tss,r2_dest,loc_code,date_of_arrival,voyage,vessel,carrier,mode,id,shipments,container_total,shipments_vrac,weight_total,date2,country,TEU,transcountry,CTN,bol_ref
19769,45HC,DRY,2.25,,,WILNA FLEURANT LIGONDE ,CHER-FILS ANEL ,CHER-FILS ANEL ,275, PIECE,HOUSEHOLD GOODS CONTAINERS WOODRECEIVER: CHER-FILS ANEL 275 PCS OF USEDPERSONAL EFFECTS AND HOUSEHOLDGOODS CONTAINING: USED USD 0.00 XX,EFFETS PERSONNELS,HALIFAX,KINGSTON,PORT-AU-PRINCE,CANADA,JAMAICA,HAITI,NORTH AMERICA,CARIBBEAN,CARIBBEAN,NA_NORTHEAST,CARIBBEAN,CARIBBEAN,CPS,44137,41EPACIFICTCPS,PACIFIC TRADER,ZIM LINES,SEA,ZIM_11-02-2020_SYD-23-1-DRYU4558101,1,1,0,15000,44136,Canada,2.25,Jamaica,DRYU4558101,ZIMUMTL906317
19759,20GP,DRY,1,,,JINAN MORN TECHNOLOGY CO. LTD ,APOLLO MOTORS ,APOLLO MOTORS ,1, CARTON,LIFT PLATFORMPORT AU PRINCE (HAITI)LES ENTREPRISES COMM. JOSEPH NADAL SAADDRESS: 55 BOULEVARD TOUSSAINT LOUVERTUREENTREE USD 0.00 20SMI0703HTG.WN.MCTN NO.MEASMADE IN CHINA,PIECES D'AUTO,QINGDAO,KINGSTON,PORT-AU-PRINCE,CHINA,JAMAICA,HAITI,ASIA,CARIBBEAN,CARIBBEAN,EAST ASIA,CARIBBEAN,CARIBBEAN,CPS,44137,41EPACIFICTCPS,PACIFIC TRADER,ZIM LINES,SEA,ZIM_11-02-2020_SYD-68-1-SLSU2037606,1,1,0,3061,44136,China,1,Jamaica,SLSU2037606,ZIMUQIN4403251
19749,40HC,DRY,2,,,HOME MAKE FURNITURE CO. LIMITED ,VALERIO CANEZ S.A. ,VALERIO CANEZ S.A. ,,,METAL BED USD 0.00 V.C.ITEM NO.:C/NO.:,"MEUBLES ET LEURS PARTIES (MOBILIER DE BUREAU,CHAMBRE)",SHEKOU,KINGSTON,PORT-AU-PRINCE,CHINA,JAMAICA,HAITI,ASIA,CARIBBEAN,CARIBBEAN,EAST ASIA,CARIBBEAN,CARIBBEAN,CPS,44137,41EPACIFICTCPS,PACIFIC TRADER,ZIM LINES,SEA,ZIM_11-02-2020_SYD-80-1-ZCSU8834062,1,1,0,0,44136,China,0,Jamaica,ZCSU8834062,ZIMUSHH30289883
19739,40HC,DRY,2,,,GUANGDONG HAI YUN TONG JI IMPORT ,MAGEPA S.A. ,MAGEPA S.A. ,1354, CARTON,MOTORCYCLE SPARE PARTS USD 0.00 N/M,PARTIES ET ACCESSOIRES DE MOTO,BEIJING,KINGSTON,PORT-AU-PRINCE,CHINA,JAMAICA,HAITI,ASIA,CARIBBEAN,CARIBBEAN,EAST ASIA,CARIBBEAN,CARIBBEAN,CPS,44137,41EPACIFICTCPS,PACIFIC TRADER,ZIM LINES,SEA,ZIM_11-02-2020_SYD-9-1-BEAU5121276,1,1,0,22590,44136,China,2,Jamaica,BEAU5121276,ZIMUIAU3012905
19729,40HC,DRY,2,,,TANERA TRANSPORT LLC AS AGENT ,MIDA SERVICES ,GAELLE JEANNE COICOU ,22, DIFFEREN T,"PACKAGES 22 PALLET(S) ANTIBACTERIAL LIQUID SOAP, USD 0.00 M",SAVON LIQUIDE,PORT NEWARK ELIZABETH - NJ,COLON,PORT-AU-PRINCE,USA,PANAMA,HAITI,NORTH AMERICA,CENTRAL AMERICA,CARIBBEAN,NA_MIDDLE ATLANTIC,CENTRAL AMERICA,CARIBBEAN,CPS,44137,041E,PACIFIC TRADER,COSCO SHIPPING,SEA,COS_11-02-2020_SYD-9-1-UNIU4026421,1,1,0,10570,44136,USA,2,Panama,UNIU4026421,COSU6274358791
19719,40HC,DRY,2,,,LINYI ZHONGTAI IMPORT AND EXPORT ,ONITRAM S.A ,ONITRAM S.A ,,,PLYWOODD.P.I NO: HT07/2020/10997 USD 0.00 N/M,"BOIS CONTRE-PLAQUES,PLAQUES,STRATIFIES SIMILAIRES",QINGDAO,KINGSTON,PORT-AU-PRINCE,CHINA,JAMAICA,HAITI,ASIA,CARIBBEAN,CARIBBEAN,EAST ASIA,CARIBBEAN,CARIBBEAN,CPS,44137,41EPACIFICTCPS,PACIFIC TRADER,ZIM LINES,SEA,ZIM_11-02-2020_SYD-70-1-ZCSU8775674,1,1,0,0,44136,China,0,Jamaica,ZCSU8775674,ZIMUQIN4673945
19709,20GP,DRY,1,,,CANDID LIMITED ,ISLAND DISTRIBUTION S.A. ,SAME AS CONSIGNEE ,,,ROOFING SHEETS FREIGHT PREPAID USD 0.00 2367 COLOR: WEIGHT: QUANTITY:,"FEUILLE, BANDE ET TOLE EN ACIER OU AUTRE MATIERE",QINGDAO,KINGSTON,PORT-AU-PRINCE,CHINA,JAMAICA,HAITI,ASIA,CARIBBEAN,CARIBBEAN,EAST ASIA,CARIBBEAN,CARIBBEAN,CPS,44137,2301DS,PACIFIC TRADER,CMA/CGM,SEA,CMA_11-02-2020_SYD-20-1-TRLU9297556,1,1,0,0,44136,China,0,Jamaica,TRLU9297556,QDSM185481
19699,40HC,DRY,2,,,YIWU JINYU IMPORT AND EXPORT ,JOLIE STORE ,JOLIE STORE ,,,SHOES*TEL:50949044189RNC:000-080- 924-9**TEL:50949044189RNC:000-080- 924-9 USD 0.00 N/M,CHAUSSURES NEUVES,NINGBO,KINGSTON,PORT-AU-PRINCE,CHINA,JAMAICA,HAITI,ASIA,CARIBBEAN,CARIBBEAN,EAST ASIA,CARIBBEAN,CARIBBEAN,CPS,44137,41EPACIFICTCPS,PACIFIC TRADER,ZIM LINES,SEA,ZIM_11-02-2020_SYD-30-1-ZCSU6519950,1,1,0,0,44136,China,0,Jamaica,ZCSU6519950,ZIMUNGB9538488
19689,40HC,DRY,2,,,TAXTRAN LIMITED. ,MSC TRADING S.A. ,MSC TRADING S.A. ,29, CARTON,STAINLESS STEEL SINK USD 0.00 7716ITEM NO.PALLET NO.,"ARTICLE HYGIENE ET TOILETTE, LEUR PARTIE EN FONTE, FER, ACIER",JIANGMEN,KINGSTON,PORT-AU-PRINCE,CHINA,JAMAICA,HAITI,ASIA,CARIBBEAN,CARIBBEAN,EAST ASIA,CARIBBEAN,CARIBBEAN,CPS,44137,41EPACIFICTCPS,PACIFIC TRADER,ZIM LINES,SEA,ZIM_11-02-2020_SYD-10-1-TCNU7643935,1,1,0,21560,44136,China,2,Jamaica,TCNU7643935,ZIMUIAU3012947
19679,VRAC,VRAC,0,,,TUPRAS  TURKISH  PETROLEUM REFINERIES  CORP. ,TO  THE  ORDER  OF   BMPAD ,TO  THE  ORDER  OF  CAP INVEST ,1, VRAC,"UNLEADED  GASOLINE 2,267.528     MT  ( IN  VAC) 19,000.00     BARRELS @ 60 deg  F 797,999.00   US  GALLONS @  60 deg  F USD 0.00 UNLEADED  GASOLINE",ESSENCE POUR MOTEUR,ALIAGA,ALIAGA,PORT-AU-PRINCE,TURKEY,TURKEY,HAITI,EUROPE,EUROPE,CARIBBEAN,SOUTHEASTERN EUROPE,SOUTHEASTERN EUROPE,CARIBBEAN,1016,44137,TVOR3645565,MT ODORI,PDVSA RVAM,SEA,PDV_11-02-2020_SYD-7-1-VRAC,1,0,1,2267528,44136,Turkey,0,Turkey,VRAC,7
19669,40HC,DRY,2,,,JOE SIDNEY ,PB CUSTOM SERVICE ,PB  CUSTOMS SERVICES ,152, PIECE,VEHICLESRECEIVER: DESTIN RAPHAEL (RED) KIA SOUL2012 VIN# KNDJT2A5XC7440207WEIGHT: 1 189 KGSRECEIVER: JOSEPH JEAN ROBERT USD 0.00 XX,VOITURE D'OCCASION,HALIFAX,KINGSTON,PORT-AU-PRINCE,CANADA,JAMAICA,HAITI,NORTH AMERICA,CARIBBEAN,CARIBBEAN,NA_NORTHEAST,CARIBBEAN,CARIBBEAN,CPS,44137,41EPACIFICTCPS,PACIFIC TRADER,ZIM LINES,SEA,ZIM_11-02-2020_SYD-22-1-ZCSU7017983,1,1,0,10000,44136,Canada,2,Jamaica,ZCSU7017983,ZIMUMTL906244
19659,40GP,DRY,2,1,,HEMISPHERE BUTTON ACCESORIES ,JRM MANUFACTURING S.A. ,.NOT AVAILABLE. ,2, PIECE,STC: 43 CARTONS FACTORY SUPPLIES STC: 8 CARTONS FACTORY SUPPLIES USD 0.00 AS ADDRESSED,ACCESSOIRE POUR 807 PLANT (INDUSTRIE TEXTILE),MIAMI - FL,MIAMI - FL,PORT-AU-PRINCE,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,CPS,44138,006S,BELEN,ANTILLEAN MARINE SHIPPING  CORP,SEA,ANT_11-03-2020_SYD-38-1-GVCU5256841,1,1,0,639,44136,USA,2,USA,GVCU5256841,1030130981
19649,40GP,DRY,2,1,,STATE NARROW FABRICS INC. ,MGA HAITI S.A. ,.NOT AVAILABLE. ,1, PIECE,STC: ELASTIC USD 0.00 AS ADDRESSED,TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,MIAMI - FL,MIAMI - FL,PORT-AU-PRINCE,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,CPS,44138,006S,BELEN,ANTILLEAN MARINE SHIPPING  CORP,SEA,ANT_11-03-2020_SYD-37-1-GVCU5256841,1,1,0,163,44136,USA,2,USA,GVCU5256841,1030130980
19639,40GP,DRY,2,1,,CODOTRANS INC. ,HAITI INTERNATIONAL FORWARDING ,.NOT AVAILABLE. ,7, PIECE,"STC: PERSONAL EFFECTS, WASHING MACHINE, AIR CONDITIONER USD 0.00 AS ADDRESSED",EFFETS PERSONNELS,MIAMI - FL,MIAMI - FL,PORT-AU-PRINCE,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,CPS,44138,006S,BELEN,ANTILLEAN MARINE SHIPPING  CORP,SEA,ANT_11-03-2020_SYD-45-1-TEMU6313353,1,1,0,255,44136,USA,2,USA,TEMU6313353,1030130988
19629,40HCR,reefer,2,,1,SEARA ALIMENTOS LTDA ,SOGEDIPA S.A. ,SOGEDIPA S.A. ,1754, CARTON,1754 CARTONS WITH  26310 KG NET WEIGHT OF FROZEN CHICKEN FEET - 35G UP   - FREIGHT PREPAID AT ABROAD  BY SEARA ALIMENTOS LTDA - USD 0.00 N/M,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",ITAJAI,KINGSTON,PORT-AU-PRINCE,BRAZIL,JAMAICA,HAITI,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,CPS,44138,151N,ACRUX N,SEALAND,SEA,SLD_11-03-2020_SYD-3-1-MWMU6375756,1,1,0,27459,44136,Brazil,2,Jamaica,MWMU6375756,205725158
19619,20GP,DRY,1,,,JELL PHARMACEUTICALS PVT. LTD ,PEHACHEVE S.A. ,PEHACHEVE S.A. ,,,( 1-240 DRUM)  WHITE PETROLEUM JELLY BP/USP 1 : TOTAL 240 DRUMS ONLY WHITE PETROLEUM JELLY BP/USP PACKED IN 0.00,VASELINE,NANSHA,KAOHSIUNG,PORT-AU-PRINCE,CHINA,TAIWAN,HAITI,ASIA,ASIA,CARIBBEAN,EAST ASIA,SOUTHEAST ASIA,CARIBBEAN,CPS,44138,151N,ACRUX N,EVERGREEN,SEA,EVE_11-03-2020_SYD-125-1-EMCU3969680,1,1,0,0,44136,China,0,Taiwan,EMCU3969680,1E+11
19609,40HCR,reefer,2,,,COOPERATIVA CENTRAL AURORA ,HAITI MEAT PROCESSING S.A ,HAITI MEAT PROCESSING S.A ,,,1390 CARTONS 1390 CARTONS OF FROZEN MECHANICALLY DEBONED USD 0.00 BRAZIL/AURORA,"VIANDES ET ABATS COMESTIBLES FRAIS, REFRIGERES, CONGELES",ITAJAI,KINGSTON,PORT-AU-PRINCE,BRAZIL,JAMAICA,HAITI,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,SOUTH AMERICA,CARIBBEAN,CARIBBEAN,CPS,44138,151N,ACRUX N,SEALAND,SEA,SLD_11-03-2020_SYD-38-1-MSWU0005267,1,1,0,0,44136,Brazil,0,Jamaica,MSWU0005267,205607196
19599,40GP,DRY,2,,,INTERNATIONAL LINE SA ,USL ,U S L ,3, VEHICULE AUTOMOB ILE,"1X40 HC S.T.C.: 3 UNITS USED CARS NISSAN CARAVAN, 2005, VWE25-096724, WHITE.  NISSAN CARAVAN, 2001, VWE25-001372, SILVER. USD 0.00 N/M",BUS D'OCCASION,IQUIQUE,BALBOA,PORT-AU-PRINCE,CHILE,PANAMA,HAITI,SOUTH AMERICA,CENTRAL AMERICA,CARIBBEAN,SOUTH AMERICA,CENTRAL AMERICA,CARIBBEAN,CPS,44138,151N,ACRUX N,SEALAND,SEA,SLD_11-03-2020_SYD-11-1-MSKU8015445,1,1,0,4000,44136,Chile,2,Panama,MSKU8015445,205477213
19589,VRAC,VRAC,0,,,RETO SHIPPING CORP. ,FARADIA LEONIE SANON ,.NOT AVAILABLE. ,1, PIECE,2019 JEEP GRAND CHEROKEE TRACKHAWK SILVER VIN# 1C4RJFN99KC723734 USD 0.00 AS ADDRESSED,VOITURE SUV D'OCCASION,MIAMI - FL,MIAMI - FL,PORT-AU-PRINCE,USA,USA,HAITI,NORTH AMERICA,NORTH AMERICA,CARIBBEAN,NA_SOUTH ATLANTIC,NA_SOUTH ATLANTIC,CARIBBEAN,1005,44138,006S,BELEN,ANTILLEAN MARINE SHIPPING  CORP,SEA,ANT_11-03-2020_SYD-7-1-VRAC,1,0,1,2370,44136,USA,0,USA,VRAC,1030130940
19579,40HC,DRY,2,,,Bamberger Polymers International Co ,"LES ENTREPRISES PLASTECH HAITI, S.A ","LES ENTREPRISES PLASTECH HAITI, S.A ",1920, DIFFEREN T,2X40'HC STC: 1920 BAGS OF RESIN HDPE BAPOLENE (749 Bag OF 25KG USD 0.00 .,MATIERE PREMIERE POUR INDUSTRIE PLASTIQUE,HOUSTON - TX,MANZANILLO - PA,PORT-AU-PRINCE,USA,PANAMA,HAITI,NORTH AMERICA,CENTRAL AMERICA,CARIBBEAN,NA_WEST SOUTH CENTRAL,CENTRAL AMERICA,CARIBBEAN,CPS,44138,151NSUD,ACRUX N,HAMBURG SUD NORTH AMERICA INC.,SEA,HAM_11-03-2020_SYD-4-1-MRKU2395372,1,1,0,49098,44136,USA,2,Panama,MRKU2395372,SUDU20001APN8Y3
19569,40GP,DRY,2,,,SAN MIGUEL INDUSTRIAS PET SA ,TROPIC S A ,TROPIC S A ,,,378 BOX PREFORMAS 19.7 AMBAR.T.1881 PREFORMAS 19.7 AMBAR.T.1881 PREFORMAS 19.7 AMBAR.T.1881 USD 0.00 N/M,FLACON ET TUBE EN PLASTIQUE ET EN AUTRE MATIERE,CALLAO,BALBOA,PORT-AU-PRINCE,PERU,PANAMA,HAITI,SOUTH AMERICA,CENTRAL AMERICA,CARIBBEAN,SOUTH AMERICA,CENTRAL AMERICA,CARIBBEAN,CPS,44138,151N,ACRUX N,SEALAND,SEA,SLD_11-03-2020_SYD-13-1-TCNU5588952,1,1,0,0,44136,Peru,0,Panama,TCNU5588952,205573575
19559,20GP,DRY,1,,,ADECOAGRO VALE DO IVINHEMA S/A. ,TO ORDER ,RICECO S.A. ,,,8X20'DC STC: 4160 BAGS 208 METRIC TONS OF BRAZIL RAW CANE SUGAR WITH MAXIMUM COLOR OF 1200 USD 0.00 .,SUCRES,PARANAGUA,MANZANILLO - PA,PORT-AU-PRINCE,BRAZIL,PANAMA,HAITI,SOUTH AMERICA,CENTRAL AMERICA,CARIBBEAN,SOUTH AMERICA,CENTRAL AMERICA,CARIBBEAN,CPS,44138,151NSUD,ACRUX N,HAMBURG SUD NORTH AMERICA INC.,SEA,HAM_11-03-2020_SYD-5-1-MSKU5055969,1,1,0,0,44136,Brazil,0,Panama,MSKU5055969,SUDU60SSZ125554
19549,40GP,DRY,2,,,YIWU QISEN IMPORT AND EXPORT ,BONA J.S S.A ,BONA J.S S.A ,,,ALUMINUM FOIL BOX   LUNCH BOX BOWL   TUMBLERFUL   DISH RACK KETTLE   INSULATION BARRELS   CLEAN BALL   INVERTER   DISH RACK   WATER USD 0.00 N/M,MARCHANDISE GENERALE,NINGBO,BALBOA,PORT-AU-PRINCE,CHINA,PANAMA,HAITI,ASIA,CENTRAL AMERICA,CARIBBEAN,EAST ASIA,CENTRAL AMERICA,CARIBBEAN,CPS,44138,151N,ACRUX N,MAERSK LINE,SEA,MAE_11-03-2020_SYD-20-1-MSKU9288059,1,1,0,0,44136,China,0,Panama,MSKU9288059,205157466
19539,40GP,DRY,2,,,ALPHA PHARMA DAMAN PVT. LTD. ,FARMATRIX S.A. ,FARMATRIX S.A. ,,,APDPL : EMPTY PLASTIC BOTTLE 1 : 899 BOXES CONTAINING (EIGHT HUNDRED NINTY NINE BOXE S ONLY) 455 BOXES- LIGHT 0.00,BOUTEILLE EN PLASTIQUE,CHENNAI,KAOHSIUNG,PORT-AU-PRINCE,INDIA,TAIWAN,HAITI,ASIA,ASIA,CARIBBEAN,SOUTH ASIA,SOUTHEAST ASIA,CARIBBEAN,CPS,44138,151N,ACRUX N,EVERGREEN,SEA,EVE_11-03-2020_SYD-11-1-TCNU3006991,1,1,0,0,44136,India,0,Taiwan,TCNU3006991,1.02E+11
19529,40GP,DRY,2,,,ZHEJIANG OSEE IMPORT  AND EXPORT ,DACHELA IMPORT-EXPORT ,DACHELA IMPORT-EXPORT ,1035, DIFFEREN T,BOY S SHOES 1 : BOY'S SHOES  BOY'S SHOES 0.00,CHAUSSURES NEUVES,NINGBO,COLON,PORT-AU-PRINCE,CHINA,PANAMA,HAITI,ASIA,CENTRAL AMERICA,CARIBBEAN,EAST ASIA,CENTRAL AMERICA,CARIBBEAN,CPS,44138,151N,ACRUX N,EVERGREEN,SEA,EVE_11-03-2020_SYD-36-1-TCNU6639247,1,1,0,10640,44136,China,2,Panama,TCNU6639247,1.43E+11
19519,45HC,DRY,2.25,,,"GERA ENTERPRISES, S.A ",LES ENTREPRISES CELISE ,LES ENTREPRISES CELISE ,1180, PALETTE,CIGARRILLOS MSKU4708288 1180 BULTOS 20060.000 KGS 40.0000 CBM USD 0.00 N/M,"CIGARES,CIGARILLOS,CIGARETTES CONTENANT DU TABAC",MANZANILLO - PA,PORT-AU-PRINCE,PORT-AU-PRINCE,PANAMA,HAITI,HAITI,CENTRAL AMERICA,CARIBBEAN,CARIBBEAN,CENTRAL AMERICA,CARIBBEAN,CARIBBEAN,CPS,44138,151N,ACRUX N,SEALAND,SEA,SLD_11-03-2020_SYD-18-1-MSKU4708288,1,1,0,20060,44136,Panama,2.25,Haiti,MSKU4708288,206011500
19509,40GP,DRY,2,,,TAG TRADE INTERNATIONAL ,MAYA IMPORT/EXPORT ,MAYA IMPORT/EXPORT ,806, DIFFEREN T,"EITU1583502   LAMPARAS ELECTRICAS DE MESA, ADORNOS 1 : LAMPARAS ELECTRICAS DE MESA, A DORNOS         DECORATIVOS PARA EL HOGAR, 0.00",MARCHANDISE GENERALE,COLON,COLON,PORT-AU-PRINCE,PANAMA,PANAMA,HAITI,CENTRAL AMERICA,CENTRAL AMERICA,CARIBBEAN,CENTRAL AMERICA,CENTRAL AMERICA,CARIBBEAN,CPS,44138,151N,ACRUX N,EVERGREEN,SEA,EVE_11-03-2020_SYD-113-1-EGHU9127771,1,1,0,20260,44136,Panama,2,Panama,EGHU9127771,4.8E+11
19499,40GP,DRY,2,,,POULTRY AND INDUSTRIAL SUPPLIERS INC. ,SOCIETE AGRO-INDUSTRIELLE ANACAONA S.A. ,SOCIETE AGRO-INDUSTRIELLE ANACAONA S.A. ,,,EQUIPO PARA USO EN GRANJA AVICOLA MSKU0407537 41 packages 14207.000 KGS 40.0000 CBM USD 0.00 N/M,"MATERIEL ET EQUIPEMENT POUR POULAILLER, POUR AVICULTURE",PHILADELPHIA - PA,MANZANILLO - PA,PORT-AU-PRINCE,USA,PANAMA,HAITI,NORTH AMERICA,CENTRAL AMERICA,CARIBBEAN,NA_MIDDLE ATLANTIC,CENTRAL AMERICA,CARIBBEAN,CPS,44138,151N,ACRUX N,SEALAND,SEA,SLD_11-03-2020_SYD-9-1-MSKU1903790,1,1,0,0,44136,USA,0,Panama,MSKU1903790,205476128
19489,40GP,DRY,2,,,GLOBAL HILL HK TRADING LIMITED ,DJB SERVICES ,DJB SERVICES ,,,FROSTED BULB 1 : FROSTED BULB HS CODE:8539229000 0.00,"AMPOULE, ENVELOPPE TUBULAIRE SANS GARNITURE POUR LAMPE ELEC..",QINGDAO,COLON,PORT-AU-PRINCE,CHINA,PANAMA,HAITI,ASIA,CENTRAL AMERICA,CARIBBEAN,EAST ASIA,CENTRAL AMERICA,CARIBBEAN,CPS,44138,151N,ACRUX N,EVERGREEN,SEA,EVE_11-03-2020_SYD-23-1-TGCU5090285,1,1,0,0,44136,China,0,Panama,TGCU5090285,1.4E+11
19479,40HCR,reefer,2,,,BLUE STAR PURCHASING LLC ,FB STORE ,FB STORE ,1435, CARTON,Frozen Pork Back Bones  57400 Lbs    AES: X20201007916413 MNBU0464258 1435 Cases 57400.000 US LBS USD 0.00 HT07/2020/04181,VIANDES DE PORC FRAICHES OU REFRIGEREES OU CONGELEES,HOUSTON - TX,KINGSTON,PORT-AU-PRINCE,USA,JAMAICA,HAITI,NORTH AMERICA,CARIBBEAN,CARIBBEAN,NA_WEST SOUTH CENTRAL,CARIBBEAN,CARIBBEAN,CPS,44138,151N,ACRUX N,SEALAND,SEA,SLD_11-03-2020_SYD-32-1-MNBU0464258,1,1,0,26036,44136,USA,2,Jamaica,MNBU0464258,911272769
19469,40GP,DRY,2,,,XIAMEN ,LEBLANC IMPORT-EXPORT ,LEBLANC IMPORT-EXPORT ,3708, DIFFEREN T,"HENGXINXUAN IMP. AND EXP. CO.,BABY PANTS IN PACKING 1 : BABY PANTS IN PACKING 0.00",VETEMENTS ET ACCESSOIRES DE VETEMENT POUR BEBE,XIAMEN,COLON,PORT-AU-PRINCE,CHINA,PANAMA,HAITI,ASIA,CENTRAL AMERICA,CARIBBEAN,EAST ASIA,CENTRAL AMERICA,CARIBBEAN,CPS,44138,151N,ACRUX N,EVERGREEN,SEA,EVE_11-03-2020_SYD-54-1-FCIU9261319,1,1,0,22030,44136,China,2,Panama,FCIU9261319,1.46E+11
19459,20GP,DRY,1,,,IREX DE COSTA RICA S.A. ,CRISTO S.A. ,CRISTO S.A. ,20000, DIFFEREN T,INVOICE/FACTURA  FRTUI BABY FOOD/COMPOTES 1 : COMPOTAS/COLADOS NUTRIGU DE FR UTAS 113GR 0.00,PREPARATIONS ALIMENTAIRES POUR BEBE ET ENFANT,SAN JOSE - CR,COLON,PORT-AU-PRINCE,COSTA RICA,PANAMA,HAITI,CENTRAL AMERICA,CENTRAL AMERICA,CARIBBEAN,CENTRAL AMERICA,CENTRAL AMERICA,CARIBBEAN,CPS,44138,151N,ACRUX N,EVERGREEN,SEA,EVE_11-03-2020_SYD-108-1-EGHU3753947,1,1,0,94000,44136,Costa Rica,1,Panama,EGHU3753947,4.76E+11
19449,40GP,DRY,2,,,ETERNITY INT'L FREIGHT FORWARDER ,THE WILLBES HAITIAN S.A ,THE WILLBES HAITIAN S.A ,1048, DIFFEREN T,"JERSEY/GARMENT 1 : 1,048 BALES OF BODY 1 501 BALES = 9,373.15 KGS RAYON 30 S/1 SLUB + SP 20D JER SEY         WEIGHT: 190 GR/M2 WIDTH : 0.00",TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,JAKARTA,KAOHSIUNG,PORT-AU-PRINCE,INDONESIA,TAIWAN,HAITI,ASIA,ASIA,CARIBBEAN,SOUTHEAST ASIA,SOUTHEAST ASIA,CARIBBEAN,CPS,44138,151N,ACRUX N,EVERGREEN,SEA,EVE_11-03-2020_SYD-7-1-EGSU9116370,1,1,0,19943,44136,Indonesia,2,Taiwan,EGSU9116370,80000428025
19439,40GP,DRY,2,,,"SAMSUNG SDS CO., LTD. ",S AND H GLOBAL S.A. ,AGEMAR S.A ,827, DIFFEREN T,"KNITTED FABRIC 1 : KNITTED FABRIC PO NO:SA2020-0314-00429,423 STYLE NO: 674229,504747-9 INVOICE NO.:H200900708 L/C NO: 0.00",TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,KAOHSIUNG,KAOHSIUNG,PORT-AU-PRINCE,TAIWAN,TAIWAN,HAITI,ASIA,ASIA,CARIBBEAN,SOUTHEAST ASIA,SOUTHEAST ASIA,CARIBBEAN,CPS,44138,151N,ACRUX N,EVERGREEN,SEA,EVE_11-03-2020_SYD-4-1-TLLU4441905,1,1,0,20471,44136,Taiwan,2,Taiwan,TLLU4441905,10001157555
19429,40GP,DRY,2,,,SAMSUNG SDS VIETNAM - HCM BRANCH ,"HANSAE HAITI S.A., ",AGEMAR ,745, DIFFEREN T,"MADE IN VIETNAM    GARMENT 1 : FABRIC 65% POLYESTER (RECYCLE) 35% COTTON SINGLE JERSEY, 70/72"" FABRIC 65% POLYESTER (RECYCLE) 0.00",TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,HO CHI MINH,KAOHSIUNG,PORT-AU-PRINCE,VIETNAM,TAIWAN,HAITI,ASIA,ASIA,CARIBBEAN,SOUTHEAST ASIA,SOUTHEAST ASIA,CARIBBEAN,CPS,44138,151N,ACRUX N,EVERGREEN,SEA,EVE_11-03-2020_SYD-98-1-EITU1970780,1,1,0,14690,44136,Vietnam,2,Taiwan,EITU1970780,2.35E+11
19419,20GP,DRY,1,,,GLORIA S.A. ,CRISTO S.A. ,CRISTO S.A. ,22340, DIFFEREN T,MILK PRODUCT 1 : 22340 BOXES BONGU EVAPORATED M ILK COMMERCIAL INVOICE NR. F005-00 09155 0.00,LAIT CONCENTRE NON SUCRE,CALLAO,BALBOA,PORT-AU-PRINCE,PERU,PANAMA,HAITI,SOUTH AMERICA,CENTRAL AMERICA,CARIBBEAN,SOUTH AMERICA,CENTRAL AMERICA,CARIBBEAN,CPS,44138,151N,ACRUX N,EVERGREEN,SEA,EVE_11-03-2020_SYD-117-1-DRYU2576220,1,1,0,217735,44136,Peru,1,Panama,DRYU2576220,7.51E+11
19409,20GP,DRY,1,,,GLORIA S.A. ,CRISTO S.A. ,CRISTO S.A. ,22340, DIFFEREN T,MILK PRODUCT 1 : 22340 BOXES BONLE EVAPORATED M ILK COMMERCIAL INVOICE NR. F005-00  09156 0.00,LAIT CONCENTRE NON SUCRE,CALLAO,BALBOA,PORT-AU-PRINCE,PERU,PANAMA,HAITI,SOUTH AMERICA,CENTRAL AMERICA,CARIBBEAN,SOUTH AMERICA,CENTRAL AMERICA,CARIBBEAN,CPS,44138,151N,ACRUX N,EVERGREEN,SEA,EVE_11-03-2020_SYD-118-1-EGHU3200854,1,1,0,217280,44136,Peru,1,Panama,EGHU3200854,7.51E+11
